variant_select,variant_simulation,variant_backprop,variant_finalmove,winrate,drawrate,score,n_timeouts,moveTime,maxMoves,game_numPlayers,game_numCells,game_numVertices,game_numEdges,game_numComponents,game_numPhases,game_numRows,game_numColumns,game_numCorners,game_numPlayableSites,game_avgNumDirections,game_avgNumOrthogonal,game_avgNumDiagonal,game_isStacking,game_isStochastic,game_hasHiddenInfo,game_requiresTeams,game_hasTrack,game_hasCard,game_hasHandDice,game_isVertexGame,game_isEdgeGame,game_isCellGame,game_isDeductionPuzzle,game_isSimultaneous,game_isAlternating,game_maxCount,game_maxLocalStates,game_stateSpaceLog
Noisy AG0,Heuristic Sampling,Heuristic,Proportional Exp,0.0,0.0,0.0,0,0.5,2000,2,37,27,63,2,1,6,6,6,27,4.67,4.67,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
Progressive Widening,LGR,Heuristic,MaxAvgScore,0.45,0.0,0.45,0,1.0,2000,2,37,27,63,2,1,6,6,6,27,4.67,4.67,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
UCB1,Heuristic,AlphaGo,Proportional Exp,0.27,0.0,0.27,0,2.0,2000,2,37,27,63,2,1,6,6,6,27,4.67,4.67,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
McBRAVE,MAST,MonteCarlo,MaxAvgScore,0.01,0.0,0.01,0,0.2,2000,2,64,81,144,2,2,9,9,4,81,6.72,3.56,3.16,0,0,0,0,0,0,0,1,0,0,0,,,,,
McGRAVE,NST,MonteCarlo,Proportional Exp,0.0,0.27,0.135,0,0.2,2000,2,1,4,4,1,2,2,2,4,7,3.0,2.0,1.0,0,0,0,0,1,0,0,1,0,1,0,,,,,
Progressive History,NST,Score Bounded,Proportional Exp,0.09,0.0,0.09,0,0.5,2000,2,64,81,144,2,2,9,9,4,81,6.72,3.56,3.16,0,0,0,0,0,0,0,1,0,0,0,,,,,
UCB1 tuned,MAST,MonteCarlo,Robust,0.54,0.03,0.555,0,1.0,2000,2,5,12,16,1,1,2,6,4,14,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,1,0,,,,,
Noisy AG0,NST,Qualitative,Proportional Exp,0.0,0.0,0.0,0,2.0,2000,2,5,12,16,1,1,2,6,4,19,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,1,0,,,,,
Progressive Widening,HS Playout,MonteCarlo,MaxAvgScore,0.11,0.1,0.16,0,0.2,2000,2,5,12,16,1,1,2,6,4,19,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,1,0,,,,,
Alpha-Beta,PlayoutHS,Score Bounded,Proportional Exp,0.0,0.0,0.0,0,0.5,2000,2,5,12,16,1,1,2,6,4,19,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,1,0,,,,,
UCB1 GRAVE,MAST,Implicit Minimax,Robust,0.0,0.06,0.03,0,1.0,2000,2,5,12,16,1,1,2,6,4,19,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,1,0,,,,,
Progressive History,Heuristic,MonteCarlo,Robust,0.56,0.15,0.635,0,2.0,2000,2,5,12,16,1,1,2,6,4,19,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,1,0,,,,,
McBRAVE,Heuristic Sampling,Heuristic,MaxAvgScore,0.01,0.0,0.01,0,0.2,2000,2,5,12,16,1,1,2,6,4,19,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,1,0,,,,,
McGRAVE,Random,AlphaGo,Proportional Exp,0.0,0.02,0.01,0,0.5,2000,2,5,12,16,1,1,2,6,4,19,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,1,0,,,,,
Progressive Widening,Random,Score Bounded,Robust,0.55,0.0,0.55,0,1.0,2000,2,12,20,31,1,1,4,5,4,34,5.5,3.1,2.4,0,0,0,0,1,0,0,1,0,1,0,,,,,
McBRAVE,Heuristic,Score Bounded,MaxAvgScore,0.0,0.0,0.0,0,0.5,2000,2,0,9,16,2,1,3,3,8,9,3.56,3.56,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
ExIt,MAST,Score Bounded,Proportional Exp,0.37,0.0,0.37,0,2.0,2000,2,75,181,255,2,1,10,10,6,75,9.68,5.2,4.48,0,0,0,0,0,0,0,0,0,1,0,,,,,
McGRAVE,NST,Score Bounded,MaxAvgScore,0.0,0.0,0.0,0,0.2,2000,2,121,286,406,2,1,11,11,4,121,9.92,5.29,4.63,0,0,0,0,0,0,0,0,0,1,0,,,,,
McBRAVE,Random,Score Bounded,Robust,0.0,0.0,0.0,0,0.5,2000,2,12,20,31,3,1,3,4,4,12,4.83,2.83,2.0,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 tuned,MAST,MonteCarlo,Proportional Exp,0.62,0.0,0.62,0,1.0,2000,2,16,25,40,1,1,4,4,4,16,5.25,3.0,2.25,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive Widening,Random,Score Bounded,Robust,0.39,0.0,0.39,0,0.2,2000,2,36,57,96,2,1,8,8,12,36,5.0,2.67,2.33,0,0,0,0,0,0,0,0,0,1,0,,,,,
McGRAVE,Random,MonteCarlo,MaxAvgScore,0.0,0.0,0.0,0,0.5,2000,2,128,81,208,2,1,9,9,4,81,5.14,5.14,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
AG0,MAST,Score Bounded,Robust,0.0,0.0,0.0,0,2.0,2000,2,169,196,364,2,1,13,13,4,169,7.1,3.69,3.41,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive Widening,Heuristic Sampling,AlphaGo,MaxAvgScore,0.0,0.0,0.0,0,0.2,2000,2,169,196,364,2,1,13,13,4,169,7.1,3.69,3.41,0,0,0,0,0,0,0,0,0,1,0,,,,,
AG0,NST,Score Bounded,MaxAvgScore,0.0,0.0,0.0,0,1.0,2000,2,9,16,24,6,1,3,3,4,15,4.44,2.67,1.78,1,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1,NST,Qualitative,MaxAvgScore,0.13,0.0,0.13,0,0.5,2000,2,225,256,480,3,1,15,15,4,225,7.22,3.73,3.48,0,0,0,0,0,0,0,0,0,1,0,,,,,
McBRAVE,Random,MonteCarlo,Proportional Exp,0.05,0.0,0.05,0,1.0,2000,2,144,169,312,2,1,12,12,4,144,7.03,3.67,3.36,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 GRAVE,MAST,Score Bounded,Proportional Exp,0.67,0.0,0.67,0,2.0,2000,2,45,64,108,2,1,9,9,12,45,6.22,3.2,3.02,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 tuned,MAST,MonteCarlo,MaxAvgScore,0.96,0.0,0.96,0,0.2,2000,2,48,93,140,3,1,8,8,16,48,6.42,4.17,2.25,0,0,0,0,0,0,0,0,0,1,0,,,,,
McBRAVE,NST,Score Bounded,Proportional Exp,0.0,0.0,0.0,0,0.5,2000,2,48,93,140,3,1,8,8,16,48,6.42,4.17,2.25,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive History,MAST,MonteCarlo,Robust,0.62,0.0,0.62,0,0.2,2000,2,25,36,60,2,1,5,5,4,25,5.76,3.2,2.56,0,0,0,0,0,0,0,0,0,1,0,,,,,
McGRAVE,NST,Heuristic,MaxAvgScore,0.0,0.0,0.0,0,0.5,2000,2,25,36,60,2,1,5,5,4,25,5.76,3.2,2.56,0,0,0,0,0,0,0,0,0,1,0,,,,,
AG0,Random,MonteCarlo,MaxAvgScore,0.0,0.0,0.0,0,1.0,2000,2,49,64,112,2,1,8,8,4,64,6.56,3.5,3.06,0,0,0,0,0,0,0,1,0,0,0,,,,,
Noisy AG0,Heuristic,Qualitative,Proportional Exp,0.0,0.0,0.0,0,2.0,2000,2,1261,2646,3906,2,1,41,41,6,1261,11.42,5.8,5.61,0,0,0,0,0,0,0,0,0,1,0,,,,,
Implicit Minimax,NST,Heuristic,Proportional Exp,0.1,0.0,0.1,0,2.0,2000,2,49,64,112,2,1,8,8,4,64,6.56,3.5,3.06,0,0,0,0,0,0,0,1,0,0,0,,,,,
McGRAVE,MAST,MonteCarlo,Proportional Exp,0.0,0.0,0.0,0,0.2,2000,2,64,81,144,4,1,8,8,4,64,6.56,3.5,3.06,1,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 GRAVE,NST,MonteCarlo,Robust,0.91,0.0,0.91,0,0.5,2000,2,49,64,112,4,1,7,7,4,49,6.37,3.43,2.94,1,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive Widening,Random,Score Bounded,MaxAvgScore,0.55,0.0,0.55,0,1.0,2000,2,49,64,112,4,1,7,7,4,49,6.37,3.43,2.94,1,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive History,Random,Score Bounded,MaxAvgScore,0.69,0.0,0.69,0,2.0,2000,2,64,81,144,2,1,8,8,4,64,6.56,3.5,3.06,1,0,0,0,0,0,0,0,0,1,0,,,,,
Noisy AG0,NST,Score Bounded,MaxAvgScore,0.0,0.0,0.0,0,0.2,2000,2,15,24,38,1,1,4,6,4,24,5.67,3.17,2.5,0,0,0,0,1,0,0,1,0,0,0,,,,,
McGRAVE,Random,Score Bounded,Robust,0.0,0.0,0.0,0,0.5,2000,2,19,54,72,3,1,5,5,6,23,7.58,4.42,3.16,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive History,MAST,MonteCarlo,Proportional Exp,0.46,0.06,0.49,0,1.0,2000,2,30,42,71,12,1,6,5,4,30,5.93,3.27,2.67,0,0,0,0,0,0,0,0,0,1,0,,,,,
McBRAVE,MAST,Score Bounded,Proportional Exp,0.14,0.0,0.14,0,2.0,2000,2,19,54,72,2,1,5,5,6,19,7.58,4.42,3.16,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1,Random,MonteCarlo,Robust,0.24,0.53,0.505,0,0.2,2000,2,81,100,180,12,2,9,9,4,81,6.72,3.56,3.16,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive Widening,MAST,MonteCarlo,Proportional Exp,0.16,0.0,0.16,0,0.2,2000,2,35,48,82,2,2,8,6,4,48,6.33,3.42,2.92,0,0,0,0,0,0,0,1,0,0,0,,,,,
ExIt,MAST,MonteCarlo,MaxAvgScore,0.0,0.0,0.0,0,0.5,2000,2,36,57,96,2,1,8,8,12,36,5.0,2.67,2.33,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1,NST,Score Bounded,Proportional Exp,0.04,0.0,0.04,0,1.0,2000,2,0,18,30,2,2,9,13,3,20,3.33,3.33,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
UCB1 tuned,Heuristic,Implicit Minimax,MaxAvgScore,0.02,0.0,0.02,0,2.0,2000,2,0,18,24,2,2,9,13,3,20,2.67,2.67,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
McBRAVE,NST,MonteCarlo,MaxAvgScore,0.75,0.0,0.75,0,0.2,2000,2,91,216,306,2,2,11,11,6,91,9.89,5.27,4.62,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 tuned,Random,Score Bounded,Robust,0.36,0.04,0.38,0,0.5,2000,2,4,9,12,2,2,3,3,4,15,4.44,2.67,1.78,0,0,0,0,0,0,0,1,0,1,0,,,,,
Noisy AG0,MAST,MonteCarlo,Proportional Exp,0.0,0.0,0.0,0,1.0,2000,2,4,9,12,2,2,3,3,4,15,4.44,2.67,1.78,0,0,0,0,0,0,0,1,0,1,0,,,,,
Progressive Widening,MAST,Score Bounded,Proportional Exp,0.5,0.0,0.5,0,2.0,2000,2,16,25,40,2,1,4,4,4,16,5.25,3.0,2.25,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 GRAVE,PlayoutHS,AlphaGo,Robust,0.02,0.74,0.39,0,0.2,2000,2,16,25,40,2,1,4,4,4,16,5.25,3.0,2.25,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive Bias,LGR,Qualitative,Robust,0.0,0.0,0.0,0,0.5,2000,2,16,25,40,2,1,4,4,4,16,5.25,3.0,2.25,0,0,0,0,0,0,0,0,0,1,0,,,,,
McBRAVE,Random,Implicit Minimax,Proportional Exp,0.0,0.0,0.0,0,1.0,2000,2,16,25,40,2,1,4,4,4,16,5.25,3.0,2.25,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive History,HS Playout,Score Bounded,Robust,0.62,0.08,0.66,0,0.5,2000,2,11,24,34,1,4,2,12,4,37,4.67,2.83,1.83,0,0,0,0,1,0,0,1,0,1,0,,,,,
ExIt,NST,Heuristic,MaxAvgScore,0.0,0.0,0.0,0,2.0,2000,2,16,25,40,2,1,4,4,4,16,5.25,3.0,2.25,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1,HS Playout,AlphaGo,Proportional Exp,0.0,0.0,0.0,0,0.2,2000,2,16,25,40,2,1,4,4,4,16,5.25,3.0,2.25,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 GRAVE,Random,MonteCarlo,MaxAvgScore,0.11,0.0,0.11,0,0.5,2000,2,324,361,684,2,2,19,19,4,361,7.38,3.79,3.59,0,0,0,0,0,0,0,1,0,0,0,,,,,
AG0,MAST,MonteCarlo,Robust,0.0,0.0,0.0,0,2.0,2000,2,37,96,132,2,1,7,7,6,37,8.76,4.86,3.89,1,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive Bias,NST,MonteCarlo,Proportional Exp,0.0,0.0,0.0,0,0.2,2000,2,37,96,132,2,1,7,7,6,37,8.76,4.86,3.89,1,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1,Random,Score Bounded,MaxAvgScore,0.46,0.0,0.46,0,0.5,2000,2,37,96,132,2,1,7,7,6,37,8.76,4.86,3.89,1,0,0,0,0,0,0,0,0,1,0,,,,,
Noisy AG0,Random,Score Bounded,Robust,0.02,0.14,0.09,0,1.0,2000,2,124,151,274,14,1,10,16,12,124,6.84,3.58,3.26,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1,MAST,MonteCarlo,Robust,0.6,0.0,0.6,0,0.2,2000,2,15,24,38,1,1,4,6,4,24,5.67,3.17,2.5,0,0,0,0,1,0,0,1,0,0,0,,,,,
Progressive Bias,Random,MonteCarlo,Robust,0.05,0.19,0.145,0,0.5,2000,2,64,81,144,12,2,8,8,4,64,6.56,3.5,3.06,0,0,1,0,0,0,0,0,0,1,0,,,,,
UCB1 GRAVE,MAST,Score Bounded,MaxAvgScore,0.4,0.18,0.49,0,1.0,2000,2,64,81,144,12,2,8,8,4,64,6.56,3.5,3.06,0,0,1,0,0,0,0,0,0,1,0,,,,,
Noisy AG0,NST,Score Bounded,MaxAvgScore,0.01,0.0,0.01,0,0.2,2000,2,5,12,16,1,1,2,6,4,12,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,0,0,,,,,
Progressive Widening,Random,MonteCarlo,MaxAvgScore,0.39,0.22,0.5,0,0.5,2000,2,5,12,16,1,1,2,6,4,12,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,0,0,,,,,
Progressive History,Random,Score Bounded,Robust,0.49,0.0,0.49,0,1.0,2000,2,14,30,96,3,1,7,7,4,30,8.27,6.4,1.87,0,0,0,0,0,0,0,1,0,0,0,,,,,
McGRAVE,MAST,MonteCarlo,Proportional Exp,0.03,0.05,0.055,0,2.0,2000,2,14,30,96,3,1,7,7,4,30,8.27,6.4,1.87,0,0,0,0,0,0,0,1,0,0,0,,,,,
AG0,NST,Score Bounded,MaxAvgScore,0.0,0.02,0.01,0,0.2,2000,2,14,30,96,3,1,7,7,4,30,8.27,6.4,1.87,0,0,0,0,0,0,0,1,0,0,0,,,,,
ExIt,MAST,MonteCarlo,Robust,0.0,0.0,0.0,0,0.5,2000,2,36,49,84,2,1,6,6,4,36,6.11,3.33,2.78,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 GRAVE,NST,AlphaGo,MaxAvgScore,0.38,0.0,0.38,0,1.0,2000,2,36,49,84,2,1,6,6,4,36,6.11,3.33,2.78,0,0,0,0,0,0,0,0,0,1,0,,,,,
McBRAVE,NST,MonteCarlo,Robust,0.0,0.0,0.0,0,2.0,2000,2,6,12,17,1,1,3,4,4,12,4.83,2.83,2.0,0,0,0,0,1,0,0,1,0,0,0,,,,,
UCB1 tuned,Random,MonteCarlo,MaxAvgScore,0.62,0.0,0.62,0,2.0,2000,2,121,286,406,2,1,11,11,4,123,9.92,5.29,4.63,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 GRAVE,Heuristic,AlphaGo,Robust,0.24,0.0,0.24,0,0.2,2000,2,121,286,406,2,1,11,11,4,121,9.92,5.29,4.63,0,0,0,0,0,0,0,0,0,1,0,,,,,
Implicit Minimax,HS Playout,Score Bounded,Proportional Exp,0.0,0.0,0.0,0,0.5,2000,2,121,286,406,2,1,11,11,4,123,9.92,5.29,4.63,0,0,0,0,0,0,0,0,0,1,0,,,,,
Alpha-Beta,PlayoutHS,MonteCarlo,Robust,0.05,0.0,0.05,0,1.0,2000,2,121,286,406,2,1,11,11,4,121,9.92,5.29,4.63,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive Bias,LGR,Score Bounded,MaxAvgScore,0.08,0.0,0.08,0,2.0,2000,2,121,286,406,2,1,11,11,4,121,9.92,5.29,4.63,0,0,0,0,0,0,0,0,0,1,0,,,,,
McGRAVE,Random,Implicit Minimax,Proportional Exp,0.0,0.0,0.0,0,0.2,2000,2,121,286,406,2,1,11,11,4,121,9.92,5.29,4.63,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive Widening,MAST,Score Bounded,Proportional Exp,0.5,0.0,0.5,0,0.5,2000,2,81,100,180,28,1,9,9,4,95,6.72,3.56,3.16,0,0,0,0,0,0,0,0,0,1,0,,,,,
McBRAVE,Random,Score Bounded,Robust,0.0,0.0,0.0,0,1.0,2000,2,0,24,40,2,1,7,7,4,26,3.33,3.33,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
Progressive History,MAST,MonteCarlo,MaxAvgScore,0.0,1.0,0.5,0,2.0,2000,2,0,9,12,2,1,3,3,4,11,2.67,2.67,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
Noisy AG0,MAST,MonteCarlo,Robust,0.03,0.29,0.175,0,0.2,2000,2,64,81,144,2,1,8,8,4,64,6.56,3.5,3.06,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 GRAVE,MAST,Qualitative,Robust,0.48,0.0,0.48,0,0.2,2000,2,0,23,38,2,2,5,21,5,25,3.3,3.3,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
UCB1,Heuristic Sampling,Heuristic,Robust,0.95,0.0,0.95,0,0.5,2000,2,64,81,144,2,1,8,8,4,64,6.56,3.5,3.06,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 GRAVE,NST,AlphaGo,Robust,0.52,0.0,0.52,0,1.0,2000,2,64,81,144,2,1,8,8,4,64,6.56,3.5,3.06,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive History,LGR,AlphaGo,Proportional Exp,0.26,0.18,0.35,0,0.2,2000,2,64,81,144,2,1,8,8,4,64,6.56,3.5,3.06,0,0,0,0,0,0,0,0,0,1,0,,,,,
ExIt,Random,Score Bounded,Robust,0.0,0.0,0.0,0,0.5,2000,2,9,16,24,2,1,4,4,4,16,5.25,3.0,2.25,0,0,0,0,0,0,0,1,0,0,0,,,,,
AG0,Random,MonteCarlo,MaxAvgScore,0.11,0.0,0.11,0,1.0,2000,2,32,25,56,2,2,5,5,4,58,4.48,4.48,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
McGRAVE,Heuristic,Implicit Minimax,Robust,0.27,0.0,0.27,0,0.2,2000,2,32,25,56,2,2,5,5,4,58,4.48,4.48,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
Noisy AG0,Heuristic Sampling,AlphaGo,Proportional Exp,0.17,0.0,0.17,0,0.5,2000,2,32,25,56,2,2,5,5,4,58,4.48,4.48,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
UCB1,PlayoutHS,MonteCarlo,Proportional Exp,0.18,0.0,0.18,0,1.0,2000,2,32,25,56,2,2,5,5,4,58,4.48,4.48,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
UCB1 tuned,NST,Score Bounded,MaxAvgScore,0.09,0.0,0.09,0,2.0,2000,2,42,56,97,2,2,7,6,4,44,6.24,3.38,2.86,0,0,0,0,0,0,0,0,0,1,0,,,,,
McBRAVE,MAST,MonteCarlo,MaxAvgScore,0.42,0.0,0.42,0,0.2,2000,2,324,361,684,3,1,19,19,4,361,7.38,3.79,3.59,0,0,0,0,0,0,0,1,0,0,0,,,,,
Progressive History,Random,Score Bounded,Robust,0.22,0.0,0.22,0,0.5,2000,2,43,120,162,4,3,9,9,6,43,8.37,4.47,3.91,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 GRAVE,MAST,MonteCarlo,Proportional Exp,0.13,0.0,0.13,0,1.0,2000,2,100,121,220,2,1,10,10,4,100,6.84,3.6,3.24,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 tuned,NST,MonteCarlo,MaxAvgScore,0.57,0.05,0.595,0,2.0,2000,2,124,151,274,14,1,10,16,12,124,6.84,3.58,3.26,0,0,0,0,0,0,0,0,0,1,0,,,,,
McGRAVE,Random,MonteCarlo,Robust,0.02,0.25,0.145,0,0.2,2000,2,84,104,187,12,1,7,12,4,84,6.69,3.55,3.14,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1,NST,Score Bounded,MaxAvgScore,0.33,0.0,0.33,0,1.0,2000,2,35,48,82,2,2,8,6,4,48,6.33,3.42,2.92,0,0,0,0,0,0,0,1,0,0,0,,,,,
UCB1 tuned,MAST,Score Bounded,Proportional Exp,0.23,0.02,0.24,0,2.0,2000,2,81,100,180,2,2,9,9,4,81,6.72,3.56,3.16,1,0,0,0,0,0,0,0,0,1,0,,,,,
McBRAVE,Random,MonteCarlo,MaxAvgScore,0.13,0.0,0.13,0,0.2,2000,2,81,100,180,2,2,9,9,4,81,6.72,3.56,3.16,1,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive Bias,PlayoutHS,MonteCarlo,MaxAvgScore,0.0,0.0,0.0,0,1.0,2000,2,0,17,16,4,1,5,10,5,16,2.62,2.62,0.0,0,0,0,0,0,0,0,0,1,0,0,,,,,
Progressive Bias,MAST,MonteCarlo,Robust,0.0,0.0,0.0,0,0.5,2000,2,4,9,12,2,2,3,3,4,15,4.44,2.67,1.78,0,0,0,0,0,0,0,1,0,1,0,,,,,
Noisy AG0,MAST,MonteCarlo,Proportional Exp,0.48,0.0,0.48,0,0.2,2000,2,64,81,144,7,1,8,8,4,64,6.56,3.5,3.06,0,0,0,0,0,0,0,0,0,1,0,,,,,
Noisy AG0,MAST,Implicit Minimax,Proportional Exp,0.0,0.0,0.0,0,2.0,2000,2,8,9,16,2,1,3,3,4,9,3.56,3.56,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
Progressive Widening,Random,Score Bounded,Robust,0.47,0.0,0.47,0,0.2,2000,2,61,150,210,2,2,9,9,6,61,9.44,5.11,4.33,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 tuned,MAST,MonteCarlo,Robust,0.0,1.0,0.5,0,0.5,2000,2,9,16,24,2,1,3,3,4,9,4.44,2.67,1.78,0,0,0,0,0,0,0,0,0,1,0,,,,,
Noisy AG0,NST,AlphaGo,MaxAvgScore,0.0,0.17,0.085,0,1.0,2000,2,9,16,24,2,1,3,3,4,9,4.44,2.67,1.78,0,0,0,0,0,0,0,0,0,1,0,,,,,
McBRAVE,MAST,Score Bounded,Proportional Exp,0.0,0.0,0.0,0,2.0,2000,2,7,14,20,1,1,2,8,2,14,4.29,2.86,1.43,0,0,0,0,1,0,0,1,0,0,0,,,,,
AG0,Random,MonteCarlo,MaxAvgScore,0.0,0.01,0.005,0,0.2,2000,2,7,14,20,1,2,2,8,2,14,4.29,2.86,1.43,0,0,0,0,1,0,0,1,0,0,0,,,,,
ExIt,Random,Score Bounded,Robust,0.0,1.0,0.5,0,0.5,2000,2,16,25,40,2,3,5,5,4,43,5.76,3.2,2.56,0,0,0,0,0,0,0,1,0,1,0,,,,,
ExIt,MAST,MonteCarlo,MaxAvgScore,0.0,0.0,0.0,0,1.0,2000,2,49,64,112,2,2,8,8,4,64,6.56,3.5,3.06,0,0,0,0,0,0,0,1,0,0,0,,,,,
Noisy AG0,Random,MonteCarlo,Robust,0.0,0.0,0.0,0,2.0,2000,2,12,11,22,2,1,5,3,2,11,4.0,4.0,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
ExIt,NST,Score Bounded,MaxAvgScore,0.01,0.0,0.01,0,0.2,2000,2,12,11,22,2,1,5,3,2,11,4.0,4.0,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
Progressive Bias,MAST,MonteCarlo,Proportional Exp,0.0,0.0,0.0,0,0.5,2000,2,37,96,132,2,2,7,7,6,37,8.76,4.86,3.89,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 GRAVE,NST,MonteCarlo,MaxAvgScore,0.43,0.15,0.505,0,1.0,2000,2,52,36,87,2,1,7,7,6,36,4.83,4.83,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
McBRAVE,MAST,Score Bounded,Proportional Exp,0.0,0.0,0.0,0,2.0,2000,2,52,36,87,2,1,7,7,6,36,4.83,4.83,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
Progressive Bias,Random,Score Bounded,Robust,0.0,0.0,0.0,0,0.2,2000,2,0,5,7,2,2,3,3,5,7,2.8,2.8,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
ExIt,MAST,MonteCarlo,Proportional Exp,0.0,0.87,0.435,0,0.2,2000,2,19,9,32,1,1,5,5,5,32,12.25,12.25,0.0,0,0,0,0,0,0,0,0,1,0,0,,,,,
McGRAVE,NST,MonteCarlo,Proportional Exp,0.0,0.0,0.0,0,0.5,2000,2,0,5,7,2,2,3,3,5,7,2.8,2.8,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
Progressive Widening,MAST,MonteCarlo,MaxAvgScore,0.41,0.16,0.49,0,1.0,2000,2,19,54,72,3,1,5,5,6,23,7.58,4.42,3.16,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 tuned,Random,MonteCarlo,Proportional Exp,0.2,0.0,0.2,0,2.0,2000,2,36,49,84,2,1,6,6,4,52,6.11,3.33,2.78,0,0,0,0,0,0,0,0,0,1,0,,,,,
McBRAVE,NST,Score Bounded,Robust,0.04,0.03,0.055,0,0.2,2000,2,54,70,123,4,1,9,6,4,56,6.41,3.44,2.96,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1,Random,MonteCarlo,Proportional Exp,0.05,0.0,0.05,0,0.5,2000,2,64,81,144,2,1,8,8,4,64,6.56,3.5,3.06,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive Bias,MAST,Score Bounded,MaxAvgScore,0.23,0.0,0.23,0,1.0,2000,2,49,64,112,2,1,7,7,4,49,6.37,3.43,2.94,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive Widening,Random,MonteCarlo,Proportional Exp,0.24,0.0,0.24,0,0.2,2000,2,54,70,123,4,1,9,6,4,56,6.41,3.44,2.96,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 GRAVE,Random,Score Bounded,Proportional Exp,0.0,0.0,0.0,0,0.5,2000,2,49,64,112,2,1,7,7,4,49,6.37,3.43,2.94,0,0,0,0,0,0,0,0,0,1,0,,,,,
AG0,MAST,Score Bounded,MaxAvgScore,0.0,0.0,0.0,0,1.0,2000,2,64,81,144,3,1,8,8,4,64,6.56,3.5,3.06,0,0,0,0,0,0,0,0,0,1,0,,,,,
