variant_select,variant_simulation,variant_backprop,variant_finalmove,winrate,drawrate,score,n_timeouts,moveTime,maxMoves,game_numPlayers,game_numCells,game_numVertices,game_numEdges,game_numComponents,game_numPhases,game_numRows,game_numColumns,game_numCorners,game_numPlayableSites,game_avgNumDirections,game_avgNumOrthogonal,game_avgNumDiagonal,game_isStacking,game_isStochastic,game_hasHiddenInfo,game_requiresTeams,game_hasTrack,game_hasCard,game_hasHandDice,game_isVertexGame,game_isEdgeGame,game_isCellGame,game_isDeductionPuzzle,game_isSimultaneous,game_isAlternating,game_maxCount,game_maxLocalStates,game_stateSpaceLog
UCB1 GRAVE,MAST,MonteCarlo,Robust,0.5,0.0,0.5,0,0.5,2000,2,16,25,40,2,1,5,5,4,25,5.76,3.2,2.56,0,0,0,0,0,0,0,1,0,0,0,,,,,
McBRAVE,Random,Score Bounded,MaxAvgScore,0.01,0.0,0.01,0,1.0,2000,2,16,25,40,2,1,5,5,4,25,5.76,3.2,2.56,0,0,0,0,0,0,0,1,0,0,0,,,,,
UCB1,NST,Score Bounded,Proportional Exp,0.5,0.0,0.5,0,2.0,2000,2,16,25,40,2,1,5,5,4,25,5.76,3.2,2.56,0,0,0,0,0,0,0,1,0,0,0,,,,,
UCB1 tuned,MAST,MonteCarlo,Robust,0.48,0.0,0.48,0,0.2,2000,2,16,25,40,2,1,5,5,4,25,5.76,3.2,2.56,0,0,0,0,0,0,0,1,0,0,0,,,,,
UCB1,Random,MonteCarlo,MaxAvgScore,0.41,0.2,0.51,0,0.5,2000,2,7,14,20,1,1,2,8,2,14,4.29,2.86,1.43,0,0,0,0,1,0,0,1,0,0,0,,,,,
UCB1 tuned,MAST,Heuristic,Proportional Exp,0.02,0.06,0.05,0,1.0,2000,2,7,14,20,1,1,2,8,2,14,4.29,2.86,1.43,0,0,0,0,1,0,0,1,0,0,0,,,,,
UCB1 GRAVE,MAST,Score Bounded,Robust,0.5,0.0,0.5,0,0.5,2000,2,40,37,76,2,2,9,5,10,78,4.54,4.11,0.43,1,0,0,0,0,0,0,1,0,1,0,,,,,
Progressive Widening,Random,Score Bounded,Robust,0.45,0.05,0.475,0,2.0,2000,2,6,14,19,1,1,2,7,4,22,4.43,2.71,1.71,0,0,0,0,1,0,0,1,0,1,0,,,,,
Progressive Bias,Random,Score Bounded,Robust,0.08,0.56,0.36,0,0.2,2000,2,64,81,144,12,2,8,8,4,64,6.56,3.5,3.06,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive History,MAST,Score Bounded,Proportional Exp,0.36,0.22,0.47,0,0.5,2000,2,64,81,144,12,2,8,8,4,64,6.56,3.5,3.06,0,0,0,0,0,0,0,0,0,1,0,,,,,
ExIt,Random,MonteCarlo,Robust,0.0,0.0,0.0,0,1.0,2000,2,36,50,85,3,1,5,10,4,50,6.28,3.4,2.88,0,0,0,0,0,0,0,1,0,0,0,,,,,
McBRAVE,MAST,MonteCarlo,MaxAvgScore,0.0,0.02,0.01,0,2.0,2000,2,4,10,13,1,2,2,5,4,16,4.2,2.6,1.6,0,0,0,0,1,0,0,1,0,1,0,,,,,
Progressive Bias,NST,Score Bounded,Proportional Exp,0.0,0.02,0.01,0,0.2,2000,2,4,10,13,1,2,2,5,4,16,4.2,2.6,1.6,0,0,0,0,1,0,0,1,0,1,0,,,,,
Noisy AG0,MAST,MonteCarlo,MaxAvgScore,0.0,0.0,0.0,0,0.5,2000,2,4,10,13,1,2,2,5,4,16,4.2,2.6,1.6,0,0,0,0,1,0,0,1,0,1,0,,,,,
UCB1,Random,MonteCarlo,MaxAvgScore,0.35,0.32,0.51,0,1.0,2000,2,7,14,20,1,1,2,8,2,14,4.29,2.86,1.43,0,0,0,0,1,0,0,1,0,0,0,,,,,
UCB1 tuned,MAST,Heuristic,Proportional Exp,0.0,0.02,0.01,0,2.0,2000,2,7,14,20,1,1,2,8,2,14,4.29,2.86,1.43,0,0,0,0,1,0,0,1,0,0,0,,,,,
UCB1 tuned,Random,Score Bounded,Robust,0.32,0.32,0.48,0,0.2,2000,2,21,32,52,1,2,4,8,4,55,5.88,3.25,2.62,0,0,0,0,1,0,0,1,0,1,0,,,,,
McBRAVE,NST,MonteCarlo,MaxAvgScore,0.15,0.0,0.15,0,1.0,2000,2,84,110,196,24,2,10,9,4,108,6.19,3.33,2.86,0,0,1,0,0,0,0,0,0,1,0,,,,,
AG0,Random,Score Bounded,Robust,0.01,0.0,0.01,0,2.0,2000,2,61,150,210,1,1,9,9,6,61,9.44,5.11,4.33,0,0,0,0,0,0,0,0,0,1,0,,,,,
McGRAVE,MAST,MonteCarlo,Proportional Exp,0.17,0.0,0.17,0,0.2,2000,2,61,150,210,2,1,9,9,6,61,9.44,5.11,4.33,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive Widening,Random,Score Bounded,Robust,0.44,0.0,0.44,0,0.5,2000,2,61,150,210,3,1,9,9,6,61,9.44,5.11,4.33,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive History,NST,Score Bounded,MaxAvgScore,0.6,0.0,0.6,0,1.0,2000,2,61,150,210,2,1,9,9,6,61,9.44,5.11,4.33,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1,NST,MonteCarlo,MaxAvgScore,0.46,0.0,0.46,0,2.0,2000,2,48,121,168,4,1,8,8,6,50,9.12,5.0,4.12,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive Bias,MAST,MonteCarlo,MaxAvgScore,0.01,0.0,0.01,0,0.2,2000,2,49,64,112,2,2,7,7,4,51,6.37,3.43,2.94,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive History,Random,MonteCarlo,Robust,0.46,0.22,0.57,0,0.5,2000,2,196,225,420,20,1,14,14,4,196,7.16,3.71,3.45,0,0,0,0,0,0,0,0,0,1,0,,,,,
AG0,MAST,Score Bounded,Proportional Exp,0.04,0.33,0.205,0,1.0,2000,2,196,225,420,20,1,14,14,4,196,7.16,3.71,3.45,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 GRAVE,NST,MonteCarlo,Proportional Exp,0.18,0.0,0.18,0,2.0,2000,2,48,100,135,10,2,37,6,52,108,4.62,2.7,1.92,0,0,1,0,0,0,0,1,0,1,0,,,,,
UCB1,PlayoutHS,Heuristic,Robust,0.41,0.02,0.42,0,2.0,2000,2,0,20,16,1,1,3,10,6,20,1.6,1.6,0.0,0,0,0,0,1,0,0,1,0,0,0,,,,,
UCB1 GRAVE,Random,Score Bounded,Robust,0.58,0.0,0.58,0,2.0,2000,2,256,289,544,88,1,16,16,4,256,7.27,3.75,3.52,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive History,Heuristic,Implicit Minimax,MaxAvgScore,0.29,0.0,0.29,0,0.2,2000,2,114,217,330,2,1,15,15,18,114,9.42,4.21,3.21,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1,Heuristic Sampling,Qualitative,Proportional Exp,0.16,0.0,0.16,0,0.5,2000,2,361,400,760,3,1,19,19,4,361,7.38,3.79,3.59,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive Widening,MAST,Heuristic,MaxAvgScore,0.96,0.0,0.96,0,1.0,2000,2,25,36,60,6,2,5,5,4,27,5.76,3.2,2.56,1,0,0,0,0,0,0,0,0,1,0,,,,,
AG0,Random,MonteCarlo,Proportional Exp,0.0,0.0,0.0,0,2.0,2000,2,13,36,42,1,1,3,20,16,36,3.78,2.33,1.44,0,0,0,0,1,0,0,1,0,0,0,,,,,
Progressive Bias,NST,Score Bounded,Proportional Exp,0.01,0.0,0.01,0,0.2,2000,2,7,14,20,1,6,2,8,2,14,4.29,2.86,1.43,0,0,0,0,1,0,0,1,0,0,0,,,,,
Implicit Minimax,PlayoutHS,Qualitative,MaxAvgScore,0.0,0.0,0.0,0,2.0,2000,2,64,45,108,2,2,5,9,4,45,4.8,4.8,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
Alpha-Beta,LGR,Heuristic,Proportional Exp,0.02,0.0,0.02,0,0.2,2000,2,60,48,107,2,1,3,32,3,48,4.46,4.46,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
UCB1 GRAVE,Heuristic,AlphaGo,MaxAvgScore,0.2,0.03,0.215,0,0.2,2000,2,7,16,22,2,1,1,7,2,7,1.71,1.71,0.0,1,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive Widening,Random,Score Bounded,Robust,0.0,1.0,0.5,0,0.5,2000,2,0,9,12,2,1,3,3,4,11,2.67,2.67,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
McBRAVE,NST,Heuristic,Proportional Exp,0.0,0.0,0.0,0,1.0,2000,2,5,12,16,1,1,1,5,2,5,1.6,1.6,0.0,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive Bias,PlayoutHS,Qualitative,Robust,0.0,0.0,0.0,0,2.0,2000,2,4,9,12,4,1,2,2,4,4,3.0,2.0,1.0,0,0,0,0,0,0,0,0,0,1,0,,,,,
Alpha-Beta,Random,AlphaGo,MaxAvgScore,0.66,0.0,0.66,0,0.2,2000,2,127,294,420,2,2,13,13,6,127,10.2,5.39,4.82,0,0,0,0,0,0,0,0,0,1,0,,,,,
ExIt,MAST,Score Bounded,Proportional Exp,0.22,0.07,0.255,0,0.5,2000,2,49,64,112,2,5,8,8,4,115,6.56,3.5,3.06,0,0,0,0,0,0,0,1,0,1,0,,,,,
McBRAVE,NST,Score Bounded,MaxAvgScore,0.02,0.0,0.02,0,0.2,2000,2,1261,2646,3906,4,1,41,41,6,1265,11.42,5.8,5.61,0,0,0,0,0,0,0,0,0,1,0,,,,,
ExIt,LGR,MonteCarlo,Robust,0.0,0.0,0.0,0,0.5,2000,2,64,81,144,2,1,8,8,4,208,6.56,3.5,3.06,0,0,0,0,0,0,0,0,1,1,0,,,,,
Implicit Minimax,Heuristic,Score Bounded,Robust,0.48,0.0,0.48,0,1.0,2000,2,64,81,144,2,3,9,9,4,146,6.72,3.56,3.16,0,0,0,0,0,0,0,1,0,1,0,,,,,
Noisy AG0,Random,Score Bounded,MaxAvgScore,0.13,0.0,0.13,0,0.5,2000,2,362,204,565,2,1,35,35,4,204,5.54,5.54,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
McGRAVE,MAST,Heuristic,MaxAvgScore,0.0,0.01,0.005,0,2.0,2000,2,45,64,108,1,1,4,16,4,111,6.19,3.38,2.81,0,0,0,0,1,0,0,1,0,1,0,,,,,
UCB1,Heuristic Sampling,AlphaGo,Proportional Exp,0.07,0.0,0.07,0,0.2,2000,2,25,36,60,6,2,5,5,4,27,5.76,3.2,2.56,1,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive History,NST,Implicit Minimax,Proportional Exp,0.1,0.4,0.3,0,0.5,2000,2,0,12,25,2,1,3,7,2,12,4.17,4.17,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
UCB1,LGR,Qualitative,Robust,0.0,0.0,0.0,0,1.0,2000,2,2,10,12,2,1,4,3,2,10,2.4,2.4,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
Alpha-Beta,Heuristic Sampling,MonteCarlo,MaxAvgScore,0.5,0.0,0.5,0,0.2,2000,2,8,11,18,2,2,3,5,2,21,4.73,3.27,1.45,0,0,0,0,0,0,0,1,0,1,0,,,,,
ExIt,HS Playout,Heuristic,Proportional Exp,0.0,0.0,0.0,0,0.5,2000,2,0,18,24,2,2,9,13,3,20,2.67,2.67,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
McGRAVE,Random,Qualitative,MaxAvgScore,0.34,0.0,0.34,0,1.0,2000,2,40,37,76,2,5,9,5,10,79,4.54,4.11,0.43,0,0,0,0,0,0,0,1,0,1,0,,,,,
Alpha-Beta,MAST,AlphaGo,Robust,0.06,0.84,0.48,0,0.2,2000,2,123,148,270,22,1,11,13,6,123,6.93,3.61,3.32,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 GRAVE,NST,MonteCarlo,Proportional Exp,0.0,0.0,0.0,0,0.5,2000,2,21,32,52,1,5,4,8,4,34,5.88,3.25,2.62,0,0,0,0,1,0,0,1,0,1,0,,,,,
Noisy AG0,LGR,Heuristic,Robust,0.05,0.0,0.05,0,1.0,2000,2,12,23,38,2,3,5,15,5,37,4.87,3.3,1.57,0,0,0,0,0,0,0,1,0,1,0,,,,,
Progressive Widening,HS Playout,MonteCarlo,MaxAvgScore,0.0,0.0,0.0,0,2.0,2000,2,21,32,52,1,1,4,8,4,55,5.88,3.25,2.62,0,0,0,0,1,0,0,1,0,1,0,,,,,
McBRAVE,Random,Qualitative,MaxAvgScore,0.01,0.03,0.025,0,0.2,2000,2,2,6,7,1,1,2,3,4,10,3.67,2.33,1.33,0,0,0,0,1,0,0,1,0,1,0,,,,,
Progressive History,Heuristic,AlphaGo,Proportional Exp,0.01,0.0,0.01,0,0.5,2000,2,10,18,27,1,1,3,6,4,30,5.22,3.0,2.22,0,0,0,0,1,0,0,1,0,1,0,,,,,
Alpha-Beta,PlayoutHS,Qualitative,Robust,0.0,0.0,0.0,0,1.0,2000,2,10,18,27,1,1,3,6,4,30,5.22,3.0,2.22,0,0,0,0,1,0,0,1,0,1,0,,,,,
Progressive Widening,NST,Implicit Minimax,MaxAvgScore,0.2,0.02,0.21,0,2.0,2000,2,0,20,16,1,1,3,10,6,20,1.6,1.6,0.0,0,0,0,0,1,0,0,1,0,0,0,,,,,
AG0,Random,Score Bounded,Robust,0.0,0.0,0.0,0,0.2,2000,2,49,64,112,2,2,8,8,4,64,6.56,3.5,3.06,0,0,0,0,0,0,0,1,0,0,0,,,,,
McGRAVE,LGR,MonteCarlo,Proportional Exp,0.0,0.0,0.0,0,0.5,2000,2,13,24,36,2,1,5,5,8,15,4.92,2.46,2.46,0,0,0,0,0,0,0,0,0,1,0,,,,,
Noisy AG0,HS Playout,Heuristic,Proportional Exp,0.0,0.0,0.0,0,1.0,2000,2,9,16,24,2,2,3,3,4,11,4.44,2.67,1.78,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive History,Random,Score Bounded,Proportional Exp,0.27,0.15,0.345,0,2.0,2000,2,64,81,144,12,1,8,8,4,64,6.56,3.5,3.06,0,0,0,0,1,0,0,0,0,1,0,,,,,
UCB1 GRAVE,PlayoutHS,MonteCarlo,Robust,0.89,0.04,0.91,0,2.0,2000,2,1681,1764,3444,2,2,41,41,4,1683,7.71,3.9,3.81,0,0,0,0,0,0,0,0,0,1,0,,,,,
McBRAVE,Random,Heuristic,MaxAvgScore,0.37,0.06,0.4,0,0.2,2000,2,1681,1764,3444,2,2,41,41,4,1683,7.71,3.9,3.81,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive Bias,Heuristic Sampling,AlphaGo,Proportional Exp,0.43,0.02,0.44,0,0.5,2000,2,1681,1764,3444,2,2,41,41,4,1683,7.71,3.9,3.81,0,0,0,0,0,0,0,0,0,1,0,,,,,
Implicit Minimax,LGR,AlphaGo,Robust,0.5,0.0,0.5,0,1.0,2000,2,0,10,15,2,2,4,7,3,12,3.0,3.0,0.0,0,0,0,0,0,0,0,1,0,1,0,,,,,
Progressive Bias,NST,MonteCarlo,MaxAvgScore,0.0,0.9,0.45,0,0.2,2000,2,100,121,220,2,1,11,11,4,223,6.94,3.64,3.31,0,0,0,0,0,0,0,1,0,1,0,,,,,
ExIt,MAST,Score Bounded,Robust,0.0,0.0,0.0,0,0.5,2000,2,24,36,59,2,1,3,8,4,24,5.42,3.08,2.33,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1,PlayoutHS,Score Bounded,MaxAvgScore,0.5,0.0,0.5,0,1.0,2000,2,52,69,120,3,1,8,8,12,52,6.54,3.38,3.15,0,0,0,0,0,0,0,0,0,1,0,,,,,
McGRAVE,HS Playout,Qualitative,Robust,0.0,0.0,0.0,0,2.0,2000,2,160,189,348,4,1,12,16,20,160,7.12,3.65,3.48,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 tuned,Heuristic,AlphaGo,MaxAvgScore,0.05,0.0,0.05,0,0.2,2000,2,30,42,71,2,2,5,6,4,32,5.93,3.27,2.67,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1,Heuristic,Qualitative,Proportional Exp,0.44,0.06,0.47,0,0.2,2000,2,31,64,125,2,1,32,2,4,64,4.88,3.91,0.97,0,0,0,0,0,0,0,1,0,0,0,,,,,
Noisy AG0,Heuristic Sampling,Score Bounded,MaxAvgScore,0.03,0.0,0.03,0,0.5,2000,2,147,181,318,2,1,17,17,27,147,8.69,3.67,1.94,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive History,NST,Qualitative,Proportional Exp,0.03,0.0,0.03,0,1.0,2000,2,25,36,60,20,1,5,5,4,35,5.76,3.2,2.56,0,0,0,0,0,0,0,0,0,1,0,,,,,
Implicit Minimax,HS Playout,AlphaGo,MaxAvgScore,0.82,0.07,0.855,0,2.0,2000,2,36,49,84,10,1,6,6,4,36,6.11,3.33,2.78,0,0,0,0,0,0,0,0,0,1,0,,,,,
Alpha-Beta,Random,Score Bounded,Proportional Exp,0.04,0.0,0.04,0,0.2,2000,2,16,9,20,1,1,5,5,12,20,8.0,8.0,0.0,0,0,0,0,0,0,0,0,1,0,0,,,,,
UCB1,MAST,Implicit Minimax,Robust,0.5,0.0,0.5,0,0.5,2000,2,2,8,28,1,1,11,11,28,28,12.0,12.0,0.0,0,0,0,0,0,0,0,0,1,0,0,,,,,
ExIt,HS Playout,Heuristic,MaxAvgScore,0.5,0.0,0.5,0,1.0,2000,2,2,8,28,1,1,11,11,28,28,12.0,12.0,0.0,0,0,0,0,0,0,0,0,1,0,0,,,,,
Progressive History,MAST,Implicit Minimax,Robust,0.05,0.0,0.05,0,2.0,2000,2,6,8,12,1,1,8,8,4,12,4.0,4.0,0.0,0,0,0,0,0,0,0,0,1,0,0,,,,,
UCB1,HS Playout,Qualitative,MaxAvgScore,0.0,0.0,0.0,0,0.2,2000,2,6,8,12,1,1,8,8,4,12,4.0,4.0,0.0,0,0,0,0,0,0,0,0,1,0,0,,,,,
Progressive Widening,Heuristic,AlphaGo,Robust,0.5,0.0,0.5,0,0.5,2000,2,2,7,21,1,1,9,19,21,21,10.0,10.0,0.0,0,0,0,0,0,0,0,0,1,0,0,,,,,
McGRAVE,NST,Heuristic,Robust,0.5,0.0,0.5,0,1.0,2000,2,144,169,312,2,2,13,13,4,169,7.1,3.69,3.41,0,0,0,0,0,0,0,1,0,0,0,,,,,
McBRAVE,MAST,Score Bounded,Robust,0.05,0.53,0.315,0,0.5,2000,2,64,81,144,12,2,8,8,4,289,6.56,3.5,3.06,0,0,0,0,0,0,0,1,1,1,0,,,,,
Alpha-Beta,MAST,AlphaGo,MaxAvgScore,0.5,0.0,0.5,0,0.2,2000,2,31,64,125,2,1,32,2,4,64,4.88,3.91,0.97,0,0,0,0,0,0,0,1,0,0,0,,,,,
ExIt,LGR,Implicit Minimax,MaxAvgScore,0.5,0.0,0.5,0,0.5,2000,2,40,33,72,2,1,7,7,16,33,4.36,4.36,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
Noisy AG0,Heuristic,Qualitative,Proportional Exp,0.0,0.0,0.0,0,2.0,2000,2,61,72,132,2,1,16,21,18,72,5.92,3.67,2.25,0,0,0,0,0,0,0,1,0,0,0,,,,,
Implicit Minimax,NST,Qualitative,Proportional Exp,0.5,0.0,0.5,0,0.2,2000,2,2,8,28,1,1,11,11,28,28,12.0,12.0,0.0,0,0,0,0,0,0,0,0,1,0,0,,,,,
Progressive Widening,Heuristic Sampling,Heuristic,MaxAvgScore,0.51,0.08,0.55,0,0.5,2000,2,25,36,60,2,1,5,5,4,27,5.76,3.2,2.56,0,0,0,0,0,0,0,0,0,1,0,,,,,
AG0,NST,MonteCarlo,MaxAvgScore,0.0,0.01,0.005,0,1.0,2000,2,96,121,216,2,1,37,52,6,96,6.69,3.5,3.06,0,0,0,0,0,0,0,0,0,1,0,,,,,
McBRAVE,MAST,Score Bounded,Proportional Exp,0.0,0.0,0.0,0,2.0,2000,2,14,30,96,3,1,7,7,4,33,8.27,6.4,1.87,0,0,0,0,0,0,0,1,0,1,0,,,,,
UCB1 GRAVE,Random,MonteCarlo,Proportional Exp,0.02,0.0,0.02,0,0.2,2000,2,24,36,59,2,1,3,8,4,24,5.42,3.08,2.33,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive Widening,Random,MonteCarlo,MaxAvgScore,0.5,0.0,0.5,0,1.0,2000,2,18,52,69,4,1,5,5,6,87,7.33,4.33,3.0,1,0,0,0,0,0,0,0,1,1,0,,,,,
Progressive Bias,MAST,AlphaGo,Robust,0.0,0.0,0.0,0,0.5,2000,2,30,55,200,3,1,9,9,4,55,9.45,7.27,2.18,0,0,0,0,0,0,0,1,0,0,0,,,,,
McGRAVE,Random,Implicit Minimax,MaxAvgScore,0.0,0.0,0.0,0,1.0,2000,2,60,48,107,2,1,3,32,3,48,4.46,4.46,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
McBRAVE,Heuristic Sampling,AlphaGo,Robust,0.0,0.0,0.0,0,2.0,2000,2,16,18,33,3,1,10,18,5,18,3.67,3.67,0.0,0,0,0,0,0,0,0,1,0,0,0,,,,,
UCB1 GRAVE,NST,Heuristic,Robust,0.59,0.0,0.59,0,0.2,2000,2,121,144,264,3,3,11,11,4,123,6.94,3.64,3.31,0,0,0,0,0,0,0,0,0,1,0,,,,,
ExIt,HS Playout,Heuristic,Proportional Exp,0.49,0.0,0.49,0,0.5,2000,2,48,49,96,2,3,9,9,16,99,4.57,3.92,0.65,0,0,0,0,0,0,0,1,0,1,0,,,,,
Progressive Widening,LGR,Qualitative,Robust,0.46,0.0,0.46,0,1.0,2000,2,48,49,96,2,3,9,9,16,99,4.57,3.92,0.65,0,0,0,0,0,0,0,1,0,1,0,,,,,
Progressive Bias,MAST,MonteCarlo,Proportional Exp,0.0,0.0,0.0,0,2.0,2000,2,36,49,84,4,1,6,6,4,120,6.11,3.33,2.78,1,0,0,0,0,0,0,0,1,1,0,,,,,
Progressive History,Random,Heuristic,Robust,0.61,0.01,0.615,0,0.2,2000,2,32,45,76,2,1,7,7,8,45,6.22,3.38,2.84,0,0,0,0,0,0,0,1,0,0,0,,,,,
UCB1,Heuristic Sampling,Implicit Minimax,MaxAvgScore,0.06,0.0,0.06,0,0.5,2000,2,61,72,132,2,1,16,21,18,72,5.92,3.67,2.25,0,0,0,0,0,0,0,1,0,0,0,,,,,
UCB1 tuned,HS Playout,Heuristic,MaxAvgScore,1.0,0.0,1.0,0,2.0,2000,2,13,18,30,2,1,5,5,12,61,5.0,3.33,1.67,0,0,0,0,0,0,0,1,1,1,0,,,,,
UCB1 GRAVE,Heuristic,Score Bounded,Proportional Exp,0.02,0.0,0.02,0,2.0,2000,2,16,25,40,2,1,5,5,4,27,5.76,3.2,2.56,0,0,0,0,0,0,0,1,0,1,0,,,,,
UCB1 tuned,Random,Score Bounded,MaxAvgScore,0.56,0.01,0.565,0,0.2,2000,2,41,44,84,3,1,11,11,4,127,6.24,1.76,3.51,0,0,0,0,0,0,0,0,1,1,0,,,,,
AG0,MAST,Qualitative,Proportional Exp,0.0,0.03,0.015,0,0.5,2000,2,36,49,84,2,2,6,6,4,38,6.11,3.33,2.78,0,0,0,0,0,0,0,0,0,1,0,,,,,
ExIt,PlayoutHS,Qualitative,Robust,0.0,0.81,0.405,0,1.0,2000,2,8,21,48,2,1,5,7,2,21,6.1,4.57,1.52,0,0,0,0,0,0,0,1,0,0,0,,,,,
McBRAVE,LGR,Qualitative,Robust,0.06,0.0,0.06,0,0.2,2000,2,64,81,144,16,1,9,9,4,81,6.72,3.56,3.16,0,0,0,0,0,0,0,1,0,0,0,,,,,
AG0,Heuristic,Implicit Minimax,MaxAvgScore,0.01,0.14,0.08,0,0.5,2000,2,72,90,161,14,1,10,9,4,90,6.78,3.58,3.2,0,0,0,0,0,0,0,1,0,0,0,,,,,
UCB1 GRAVE,NST,Implicit Minimax,Robust,0.4,0.15,0.475,0,1.0,2000,2,31,64,125,2,1,32,2,4,64,4.88,3.91,0.97,0,0,0,0,0,0,0,1,0,0,0,,,,,
Noisy AG0,NST,Heuristic,MaxAvgScore,0.0,0.0,0.0,0,2.0,2000,2,16,25,40,2,1,5,5,4,65,5.76,3.2,2.56,0,0,0,0,0,0,0,1,1,0,0,,,,,
McBRAVE,Heuristic Sampling,Qualitative,Proportional Exp,0.0,0.0,0.0,0,0.2,2000,2,16,25,40,3,1,5,5,4,65,5.76,3.2,2.56,0,0,0,0,0,0,0,1,1,0,0,,,,,
ExIt,PlayoutHS,Qualitative,Robust,0.01,0.0,0.01,0,0.2,2000,2,39,80,118,1,1,2,40,4,121,4.9,2.95,1.95,0,0,0,0,1,0,0,1,0,1,0,,,,,
Noisy AG0,MAST,AlphaGo,Proportional Exp,0.0,0.03,0.015,0,0.5,2000,2,8,15,22,2,1,5,3,4,15,5.07,2.93,2.13,0,0,0,0,0,0,0,1,0,0,0,,,,,
ExIt,Heuristic,MonteCarlo,Robust,0.0,0.0,0.0,0,1.0,2000,2,61,150,210,1,2,9,9,6,61,9.44,5.11,4.33,0,0,0,0,0,0,0,0,0,1,0,,,,,
Implicit Minimax,PlayoutHS,Qualitative,Proportional Exp,0.04,0.0,0.04,0,2.0,2000,2,121,144,264,3,3,11,11,4,123,6.94,3.64,3.31,0,0,0,0,0,0,0,0,0,1,0,,,,,
McBRAVE,LGR,Implicit Minimax,Robust,0.1,0.0,0.1,0,0.2,2000,2,64,100,160,2,2,8,8,16,64,5.25,3.0,2.25,0,0,0,0,0,0,0,0,0,1,0,,,,,
Progressive History,MAST,MonteCarlo,MaxAvgScore,0.7,0.0,0.7,0,1.0,2000,2,256,289,544,2,1,17,17,4,289,7.31,3.76,3.54,0,0,0,0,0,0,0,1,0,0,0,,,,,
Noisy AG0,Random,Score Bounded,Robust,0.17,0.07,0.205,0,2.0,2000,2,72,90,161,14,1,10,9,4,174,6.78,3.58,3.2,0,0,0,0,0,0,0,1,0,1,0,,,,,
Progressive Widening,HS Playout,Implicit Minimax,MaxAvgScore,0.01,0.0,0.01,0,0.2,2000,2,2,9,10,2,1,3,3,4,9,3.11,2.22,0.89,0,0,0,0,0,0,0,1,0,0,0,,,,,
Noisy AG0,Heuristic Sampling,AlphaGo,Robust,0.0,0.0,0.0,0,0.5,2000,2,72,216,306,1,2,11,11,6,72,6.67,3.5,3.17,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 GRAVE,NST,Heuristic,Proportional Exp,0.22,0.0,0.22,0,1.0,2000,2,40,10,45,3,3,15,15,45,45,16.0,16.0,0.0,0,0,0,0,0,0,0,0,1,0,0,,,,,
Alpha-Beta,NST,Score Bounded,Proportional Exp,0.06,0.0,0.06,0,0.5,2000,2,1261,2646,3906,2,1,41,41,6,1261,11.42,5.8,5.61,0,0,0,0,0,0,0,0,0,1,0,,,,,
UCB1 GRAVE,MAST,Heuristic,MaxAvgScore,0.32,0.05,0.345,0,2.0,2000,2,5,12,16,2,2,4,4,12,19,3.0,2.67,0.33,0,0,0,0,0,0,0,1,0,1,0,,,,,
ExIt,Heuristic Sampling,AlphaGo,Proportional Exp,0.2,0.38,0.39,0,0.2,2000,2,72,90,161,14,1,10,9,4,90,6.78,3.58,3.2,0,0,0,0,0,0,0,1,0,0,0,,,,,
Progressive Bias,Random,MonteCarlo,MaxAvgScore,0.5,0.0,0.5,0,1.0,2000,2,8,9,16,2,1,3,3,4,9,3.56,3.56,0.0,1,0,0,0,0,0,0,1,0,0,0,,,,,
