game,numPlayers,numCells,numVertices,numEdges,numComponents,numPhases,numRows,numColumns,numCorners,numPlayableSites,avgNumDirections,avgNumOrthogonal,avgNumDiagonal,isStacking,isStochastic,hasHiddenInfo,requiresTeams,hasTrack,hasCard,hasHandDice,isVertexGame,isEdgeGame,isCellGame,isDeductionPuzzle,isSimultaneous,isAlternating,maxCount,maxLocalStates,stateSpaceLog
Dam Hariman,2,40,37,76,2,1,9,5,10,37,4.54,4.11,0.43,0,0,0,0,0,0,0,1,0,0,0
Orthokon,2,9,16,24,2,1,4,4,4,16,5.25,3.00,2.25,0,0,0,0,0,0,0,1,0,0,0
Taktik,2,88,210,297,3,1,9,12,6,88,9.82,5.25,4.57,0,0,0,0,0,0,0,0,0,1,0
Shatranj (Turkey),2,64,81,144,12,1,8,8,4,64,6.56,3.50,3.06,0,0,0,0,0,0,0,0,0,1,0
Atomic Chess,2,64,81,144,12,1,8,8,4,64,6.56,3.50,3.06,0,0,0,0,0,0,0,0,0,1,0
Gasetavl (Gedved),2,56,45,100,2,1,9,9,12,45,4.44,4.44,0.00,0,0,0,0,0,0,0,1,0,0,0
Chisolo,2,18,28,45,1,2,4,7,4,30,5.79,3.21,2.57,0,0,0,0,1,0,0,1,0,1,0
Dai Hasami Shogi,2,81,100,180,2,1,9,9,4,81,6.72,3.56,3.16,0,0,0,0,0,0,0,0,0,1,0
La Dama,2,16,25,40,4,1,5,5,4,25,5.76,3.20,2.56,0,0,0,0,0,0,0,1,0,0,0
Sonka,2,6,12,17,1,2,2,7,2,12,4.17,2.83,1.33,0,0,0,0,1,0,0,1,0,0,0
Gamacha,2,11,24,34,1,2,2,12,4,26,4.67,2.83,1.83,0,0,0,0,1,0,0,1,0,1,0
Shantarad,2,25,36,60,2,2,5,5,4,27,5.76,3.20,2.56,0,0,0,0,0,0,0,0,0,1,0
Yeung Luk Sz' Kon Tseung Kwan,2,36,49,84,2,1,11,7,5,49,6.20,3.43,2.78,0,0,0,0,0,0,0,1,0,0,0
Manddiare,2,9,18,26,1,1,2,10,2,18,4.44,2.89,1.56,0,0,0,0,1,0,0,1,0,0,0
Zuz Mel (7x7),2,49,64,112,2,1,7,7,4,49,6.37,3.43,2.94,0,0,0,0,0,0,0,0,0,1,0
Yote,2,25,36,60,2,1,5,5,4,27,5.76,3.20,2.56,0,0,0,0,0,0,0,0,0,1,0
Double Chess,2,192,221,412,12,1,12,16,4,192,7.15,3.71,3.44,0,0,0,0,0,0,0,0,0,1,0
Resolve,2,64,81,144,2,1,9,9,4,81,6.72,3.56,3.16,0,0,0,0,0,0,0,1,0,0,0
Haretavl,2,12,11,22,2,2,3,5,2,25,4.00,4.00,0.00,0,0,0,0,0,0,0,1,0,1,0
Ashere,4,0,32,60,5,2,17,17,4,40,3.75,3.75,0.00,0,0,1,0,1,0,0,1,0,1,0
Chuka,1,0,5,5,1,1,3,3,5,5,2.00,2.00,0.00,0,0,0,0,1,0,0,1,0,0,0
Shatranj at-Tamma,2,100,121,220,14,1,10,10,4,100,6.84,3.60,3.24,0,0,0,0,0,0,0,0,0,1,0
Pushing Me XO,2,25,36,60,3,1,5,5,4,27,5.76,3.20,2.56,0,0,0,0,0,0,0,0,0,1,0
Solitario,2,20,31,50,2,1,7,5,7,31,5.55,3.23,2.32,0,0,0,0,0,0,0,1,0,0,0
Koti Keliya,2,144,169,312,2,2,12,12,4,144,7.03,3.67,3.36,0,0,0,0,0,0,0,0,0,1,0
Fortresse,2,40,33,72,2,1,7,7,16,33,4.36,4.36,0.00,0,0,0,0,0,0,0,1,0,0,0
Flume,2,81,100,180,3,1,9,9,4,81,6.72,3.56,3.16,0,0,0,0,0,0,0,0,0,1,0
Ahtarah Guti,2,40,37,76,2,1,9,5,10,37,4.54,4.11,0.43,0,0,0,0,0,0,0,1,0,0,0
Alquerque,2,32,25,56,2,1,5,5,4,25,4.48,4.48,0.00,0,0,0,0,0,0,0,1,0,0,0
Njombwa (Two Counters),2,21,32,52,1,1,4,8,4,32,5.88,3.25,2.62,0,0,0,0,1,0,0,1,0,0,0
Konane,2,100,121,220,2,3,10,10,4,100,6.84,3.60,3.24,0,0,0,0,0,0,0,0,0,1,0
Lielow,2,100,121,220,2,1,10,10,4,100,6.84,3.60,3.24,1,0,0,0,0,0,0,0,0,1,0
Lontu-Holo,2,7,14,20,1,6,2,8,2,14,4.29,2.86,1.43,0,0,0,0,1,0,0,1,0,0,0
Mweiso,2,21,32,52,1,2,4,8,4,34,5.88,3.25,2.62,0,0,0,0,1,0,0,1,0,1,0
Throngs,2,97,63,159,2,2,10,10,12,63,5.05,5.05,0.00,0,0,0,0,0,0,0,1,0,0,0
Currierspiel,2,96,117,212,18,2,8,12,4,96,6.79,3.58,3.21,0,0,0,0,0,0,0,0,0,1,0
Terhuchu (Small),2,32,25,56,2,1,5,5,4,25,4.48,4.48,0.00,0,0,0,0,0,0,0,1,0,0,0
Ouk Chatrang,2,64,81,144,12,1,8,8,4,74,6.56,3.50,3.06,0,0,0,0,0,0,0,0,0,1,0
Erherhe,2,7,14,20,1,2,2,8,2,14,4.29,2.86,1.43,0,0,0,0,1,0,0,1,0,0,0
Gala,2,25,36,60,2,2,5,5,4,27,5.76,3.20,2.56,0,0,0,0,0,0,0,0,0,1,0
Orissa Tiger Game (One Tiger),2,36,31,66,2,1,7,5,7,31,4.52,4.26,0.26,0,0,0,0,0,0,0,1,0,0,0
Pleasant Draughts,2,64,81,144,4,1,8,8,4,64,6.56,3.50,3.06,0,0,0,0,0,0,0,0,0,1,0
Pachgarhwa,2,4,10,13,1,1,2,5,4,16,4.20,2.60,1.60,0,0,0,0,1,0,0,1,0,1,0
Sujiken,1,45,100,108,0,1,9,9,9,45,6.04,3.20,2.84,0,0,0,0,0,0,0,0,0,1,1
Tre Guti,2,4,9,12,2,2,3,3,4,15,4.44,2.67,1.78,0,0,0,0,0,0,0,1,0,1,0
Tchela,2,18,36,48,1,3,4,11,12,36,4.67,2.67,2.00,0,0,0,0,1,0,0,1,0,0,0
Chaturanga (14x14),2,196,225,420,22,2,14,14,4,218,7.16,3.71,3.45,0,0,0,0,0,0,0,0,0,1,0
Tap Urdy,2,5,12,16,1,1,2,6,4,19,4.33,2.67,1.67,0,0,0,0,1,0,0,1,0,1,0
Cumisitha,2,36,31,68,2,1,7,5,7,31,4.52,4.39,0.13,0,0,0,0,0,0,0,1,0,0,0
Andada,2,11,24,34,1,2,2,12,4,26,4.67,2.83,1.83,0,0,0,0,1,0,0,1,0,1,0
Nerenchi Keliya,2,0,24,32,2,3,7,7,4,26,2.67,2.67,0.00,0,0,0,0,0,0,0,1,0,1,0
Isolo,2,21,32,52,1,5,4,8,4,34,5.88,3.25,2.62,0,0,0,0,1,0,0,1,0,1,0
Owela (Benguela),2,33,48,80,1,1,4,12,4,83,6.08,3.33,2.75,0,0,0,0,1,0,0,1,0,1,0
To Kinegi tou Lagou,2,8,41,64,6,4,11,11,4,53,3.12,3.12,0.00,0,0,0,0,0,0,0,1,0,1,0
La Chascona,2,0,24,32,2,2,7,7,4,26,2.67,2.67,0.00,0,0,0,0,0,0,0,1,0,1,0
Adi,2,7,14,20,1,2,2,8,2,14,4.29,2.86,1.43,0,0,0,0,1,0,0,1,0,0,0
Yavalax,2,169,196,364,2,2,13,13,4,169,7.10,3.69,3.41,0,0,0,0,0,0,0,0,0,1,0
El-Mthaltha,2,8,9,16,2,1,3,3,4,9,3.56,3.56,0.00,0,0,0,0,0,0,0,1,0,0,0
Flower Shop,2,127,294,420,3,1,13,13,6,127,10.20,5.39,4.82,0,0,0,0,0,0,0,0,0,1,0
Shodra,2,64,81,144,12,1,8,8,4,74,6.56,3.50,3.06,0,0,0,0,0,0,0,0,0,1,0
Chess (Siberia),2,81,100,180,12,2,9,9,4,81,6.72,3.56,3.16,0,0,0,0,0,0,0,0,0,1,0
Dala,2,36,49,84,2,3,6,6,4,38,6.11,3.33,2.78,0,0,0,0,0,0,0,0,0,1,0
Wali,2,30,42,71,3,2,5,6,4,32,5.93,3.27,2.67,0,0,0,0,0,0,0,0,0,1,0
Rongmei Naga Capturing Game,2,40,37,76,2,1,9,5,10,37,4.54,4.11,0.43,0,0,0,0,0,0,0,1,0,0,0
Janggi,2,72,90,161,14,1,10,9,4,90,6.78,3.58,3.20,0,0,0,0,0,0,0,1,0,0,0
Round Merels,2,0,9,16,2,2,3,3,8,11,3.56,3.56,0.00,0,0,0,0,0,0,0,1,0,1,0
Bug,2,19,54,72,2,1,5,5,6,19,7.58,4.42,3.16,0,0,0,0,0,0,0,0,0,1,0
Crossway,2,324,361,684,2,1,19,19,4,361,7.38,3.79,3.59,0,0,0,0,0,0,0,1,0,0,0
Gurvan Xudag,2,2,9,10,2,1,3,3,4,9,3.11,2.22,0.89,0,0,0,0,0,0,0,1,0,0,0
Spaiji,2,14,30,96,2,1,7,7,4,30,8.27,6.40,1.87,0,0,0,0,0,0,0,1,0,0,0
Glinski Chess,2,91,216,306,12,1,11,11,6,91,9.89,5.27,4.62,0,0,0,0,0,0,0,0,0,1,0
Dama (Italy),2,64,81,144,4,1,8,8,4,64,6.56,3.50,3.06,0,0,0,0,0,0,0,0,0,1,0
Spreta,2,27,40,66,1,2,4,10,4,40,6.00,3.30,2.70,0,0,0,0,1,0,0,1,0,0,0
Triodi (Chios),2,4,9,12,2,2,3,3,4,15,4.44,2.67,1.78,0,0,0,0,0,0,0,1,0,1,0
Smasandyutakankarikrida (Allahabad),2,64,73,136,2,1,17,17,20,73,4.60,3.73,0.88,0,0,0,0,0,0,0,1,0,0,0
Aboyne,2,61,150,210,2,1,9,9,6,61,9.44,5.11,4.33,0,0,0,0,0,0,0,0,0,1,0
Ngolo,2,24,36,59,1,1,4,9,4,36,5.94,3.28,2.67,0,0,0,0,1,0,0,1,0,0,0
